time;surface;reduction;melodyPC;melodyMIDI
;;;;
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
0;[7,_0_4_];[7,_0_4_];;
0.5;[7,_0_4_5_];;;
1;[7,_0_4_7_11_];;;
1.5;[6,_0_5_10_15_];[6,_0_5_10_15_];;
2;[6,_0_5_10_15_];;;
2.5;[6,_0_5_10_15_];;;
3;[4,_0_3_7_10_];[4,_0_3_7_10_];;
4;[1,_0_5_10_15_];;;
4.5;[11,_0_3_5_];[11,_0_3_5_];;
5.5;[4,_0_3_7_10_];[4,_0_3_7_10_];;
6;[6,_0_3_7_];[6,_0_3_7_];;
7;[1,_0_7_];[1,_0_7_];;
7.5;[6,_0_5_10_15_];[6,_0_5_10_15_];;
8.5;[8,_0_3_6_17_];[8,_0_3_6_17_];;
9;[9,_0_3_7_10_];[9,_0_3_7_10_];;
10;[0,_0_4_7_];[0,_0_4_7_];;
10.5;[11,_0_7_];[11,_0_7_];;
grouping;-------;-------;-------;-------
12;[11,_0_];[11,_0_];;
12.5;[11,_0_10_];;;
13;[7,_0_4_];[7,_0_4_];;
13.5;[11,_0_7_];[11,_0_7_];;
14;[11,_0_7_];;;
14.5;[6,_0_5_10_];;;
15;[11,_0_5_10_15_];[11,_0_5_10_15_];;
16;[11,_0_5_10_15_];;;
16.5;[11,_0_3_7_10_];[2,_0_4_7_11_];;
17;[9,_0_4_5_];;;
17.5;[11,_0_3_10_];;;
18;[0,_0_4_7_14_];[0,_0_4_7_14_];;
18.5;[11,_0_3_7_10_];;;
19;[7,_0_4_7_14_];[7,_0_4_7_17_];;
19.5;[9,_0_5_10_15_];[9,_0_5_10_15_];;
20;[11,_0_3_7_];[11,_0_3_7_];;
20.5;[11,_0_3_5_13_];[11,_0_3_5_13_];;
21;[7,_0_4_7_];[7,_0_4_7_];;
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
24;[0,_0_4_];[0,_0_4_];;
25.5;[11,_0_3_7_17_];[11,_0_3_7_17_];;
27;[9,_0_3_7_10_];[9,_0_3_7_10_];;
28.5;[4,_0_3_7_];[4,_0_3_7_];;
29;[4,_0_3_7_17_];;;
29.5;[0,_0_4_7_11_];[0,_0_4_7_11_];;
30;[2,_0_3_7_10_];[2,_0_3_7_10_];;
31;[4,_0_3_7_];[4,_0_3_7_];;
31.5;[5,_0_4_7_];[5,_0_4_7_];;
32.5;[7,_0_4_7_];[7,_0_4_7_];;
grouping;-------;-------;-------;-------
33;[5,_0_4_7_];[5,_0_4_7_];;
34;[5,_0_4_7_11_];;;
34.5;[0,_0_4_7_14_];[0,_0_4_7_14_];;
36;[2,_0_4_10_];[2,_0_4_10_];;
36.5;[11,_0_3_7_];;;
37;[2,_0_4_7_];[2,_0_4_7_];;
37.5;[0,_0_4_7_];[0,_0_4_7_];;
tonality;-------;-------;-------;-------
grouping;-------;-------;-------;-------
40.5;[11,_0_];[11,_0_];;
41;[11,_0_10_];;;
41.5;[7,_0_4_];[7,_0_4_];;
42;[11,_0_7_];[11,_0_7_];;
42.5;[11,_0_7_];;;
43;[6,_0_5_10_];;;
43.5;[11,_0_5_10_15_];[11,_0_5_10_15_];;
44.5;[11,_0_5_10_15_];;;
45;[11,_0_3_7_10_];[2,_0_4_7_11_];;
45.5;[9,_0_4_5_];;;
46;[11,_0_3_10_];;;
46.5;[0,_0_4_7_14_];[0,_0_4_7_14_];;
47;[11,_0_3_7_10_];;;
47.5;[7,_0_4_7_14_];[7,_0_4_7_17_];;
48;[9,_0_5_10_15_];[9,_0_5_10_15_];;
48.5;[11,_0_3_7_];[11,_0_3_7_];;
49;[4,_0_7_13_];[11,_0_3_5_13_];;
49.5;[7,_0_4_7_];[7,_0_4_7_];;